ISO,Spool,Subsystem,Test Pack,Pressure,Hydro Group,Module,Assembly,LF,Size,Conn,EHT,Insul,Stage
R01-PA-562-WI-001-21,R01-PA-562-WI-001-21-2,02.02-IW,TP-02.02-IW-001,450 PSIG,BULK TEST 2,Module 02,In-Rack,39.98,12,Weld,NO,NO,PRE
R01-PA-562-WI-001-21,R01-PA-562-WI-001-21-3,02.02-IW,TP-02.02-IW-001,450 PSIG,BULK TEST 2,Module 02,In-Rack,23.98,12,Weld,NO,NO,PRE
R01-PA-562-WI-001-22,R01-PA-562-WI-001-22-1,02.02-IW,TP-02.02-IW-001,450 PSIG,BULK TEST 2,Module 02,In-Rack,23.07,12,Weld,NO,NO,PRE
R01-PA-562-WI-001-22,R01-PA-562-WI-001-22-2,02.02-IW,TP-02.02-IW-001,450 PSIG,BULK TEST 2,Module 01,In-Rack,39.98,12,Weld,NO,NO,PRE
R01-PA-562-WI-001-22,R01-PA-562-WI-001-22-3,02.02-IW,TP-02.02-IW-001,450 PSIG,BULK TEST 2,Module 01,In-Rack,40.03,12,Weld,NO,NO,PRE
R01-PA-562-WI-001-22,R01-PA-562-WI-001-22-4,02.02-IW,TP-02.02-IW-001,450 PSIG,BULK TEST 2,Module 01,In-Rack,11.76,12,Weld,NO,NO,PRE
R01-PA-562-WI-001-22,R01-PA-562-WI-001-22-5,02.02-IW,TP-02.02-IW-001,450 PSIG,BULK TEST 2,Module 01,In-Rack,0.55,0.75,Weld,NO,NO,PRE
R01-PA-562-WI-003-02,R01-PA-562-WI-003-02-1,02.02-IW,TP-02.02-IW-001,450 PSIG,BULK TEST 2,Module 11,In-Rack,10.55,4,Weld,NO,NO,PRE
R01-PA-562-WI-003-02,R01-PA-562-WI-003-02-2,02.02-IW,TP-02.02-IW-001,450 PSIG,BULK TEST 2,Module 10,In-Rack,13.54,4,Weld,NO,NO,PRE
R01-PA-562-WI-003-02,R01-PA-562-WI-003-02-3,02.02-IW,TP-02.02-IW-001,450 PSIG,BULK TEST 2,Module 10,In-Rack,0.63,0.75,Weld,NO,NO,PRE
R01-PA-562-WI-9040-01,R01-PA-562-WI-9040-01-1,02.02-IW,TP-02.02-IW-001,450 PSIG,BULK TEST 2,Module 21,At-Grade,40.03,6,Weld,NO,NO,HYDRO
R01-PA-562-WI-9040-01,R01-PA-562-WI-9040-01-2,02.02-IW,TP-02.02-IW-001,450 PSIG,BULK TEST 2,Module 21,At-Grade,19.97,6,Weld,NO,NO,HYDRO
R01-PA-562-WI-9040-01,R01-PA-562-WI-9040-01-3,02.02-IW,TP-02.02-IW-001,450 PSIG,BULK TEST 2,Module 21,In-Rack,29.51,6,Weld,NO,NO,HYDRO
R01-PA-563-DR-001-01,R01-PA-563-DR-001-01-1,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 17,In-Rack,10.96,1,Lokring,NO,NO,PRE
R01-PA-563-DR-001-01,R01-PA-563-DR-001-01-2,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 17,In-Rack,20.55,1,Lokring,NO,NO,PRE
R01-PA-563-DR-001-01,R01-PA-563-DR-001-01-3,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 17,In-Rack,0.34,1,Lokring,NO,NO,PRE
R01-PA-563-DR-002-01,R01-PA-563-DR-002-01-1,04.03-DW,TP-04.03-DW-001,60 PSIG,SINGLE,Module 20,In-Rack,0.72,4,Weld,NO,NO,INSTALL
R01-PA-563-DR-002-01,R01-PA-563-DR-002-01-2,04.03-DW,TP-04.03-DW-001,60 PSIG,SINGLE,Module 20,In-Rack,0.88,6,Weld,NO,NO,INSTALL
R01-PA-563-DR-002-02,R01-PA-563-DR-002-02-1,04.03-DW,TP-04.03-DW-001,60 PSIG,SINGLE,Module 20,In-Rack,20.04,3,Weld,NO,NO,INSTALL
R01-PA-563-WD-942-01,R01-PA-563-WD-942-01-1,04.03-DW,TP-04.02-DW-001,60 PSIG,SINGLE,Module 20,In-Rack,19.94,8,Weld,NO,NO,HYDRO
R01-PA-563-WD-942-01,R01-PA-563-WD-942-01-2,04.03-DW,TP-04.03-DW-001,60 PSIG,SINGLE,Module 20,In-Rack,34.63,8,Weld,NO,NO,HYDRO
R01-PA-563-WD-942-02,R01-PA-563-WD-942-02-1,04.03-DW,TP-04.03-DW-001,60 PSIG,SINGLE,Module 20,In-Rack,19.97,2,Lokring,NO,NO,HYDRO
R01-PA-563-WD-942-02,R01-PA-563-WD-942-02-2,04.03-DW,TP-04.03-DW-001,60 PSIG,SINGLE,Module 20,In-Rack,41.18,16,Weld,NO,NO,HYDRO
R01-PA-563-WD-942-02,R01-PA-563-WD-942-02-3,04.03-DW,TP-04.03-DW-001,60 PSIG,SINGLE,Module 20,In-Rack,39.98,3,Weld,NO,NO,HYDRO
R01-PA-563-WD-942-02,R01-PA-563-WD-942-02-4,04.03-DW,TP-04.03-DW-001,60 PSIG,SINGLE,Module 20,In-Rack,30.91,3,Weld,NO,NO,HYDRO
R01-PA-563-WD-942-03,R01-PA-563-WD-942-03-1,04.03-DW,TP-04.03-DW-001,60 PSIG,SINGLE,Module 21,In-Rack,10.42,2,Lokring,NO,NO,HYDRO
R01-PA-563-WD-942-03,R01-PA-563-WD-942-03-2,04.03-DW,TP-04.03-DW-001,60 PSIG,SINGLE,Module 21,In-Rack,20.04,2,Lokring,NO,NO,INSTALL
R01-PA-563-WD-942-03,R01-PA-563-WD-942-03-3,04.03-DW,TP-04.03-DW-001,60 PSIG,SINGLE,Module 20,In-Rack,20.01,2,Lokring,NO,NO,HYDRO
R01-PA-563-WD-942-03,R01-PA-563-WD-942-03-4,04.03-DW,TP-04.03-DW-001,60 PSIG,SINGLE,Module 21,In-Rack,20.01,2,Lokring,NO,NO,HYDRO
R01-PA-563-WD-942-03,R01-PA-563-WD-942-03-5,04.03-DW,TP-04.03-DW-001,60 PSIG,SINGLE,Module 21,In-Rack,20.08,2,Lokring,NO,NO,HYDRO
R01-PA-563-WD-943-01,R01-PA-563-WD-943-01-1,04.02-DW,TP-04.02-DW-002,60 PSIG,SINGLE,Module 17,In-Rack,40.03,3,Lokring,NO,NO,HYDRO
R01-PA-563-WD-943-02,R01-PA-563-WD-943-02-1,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 17,In-Rack,8.66,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-02,R01-PA-563-WD-943-02-2,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 17,In-Rack,15.16,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-03,R01-PA-563-WD-943-03-1,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 17,In-Rack,6.47,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-03,R01-PA-563-WD-943-03-2,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 17,In-Rack,34.02,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-03,R01-PA-563-WD-943-03-3,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 17,In-Rack,40.03,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-04,R01-PA-563-WD-943-04-1,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 16,In-Rack,18.56,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-04,R01-PA-563-WD-943-04-2,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 16,In-Rack,39.98,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-04,R01-PA-563-WD-943-04-3,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 16,In-Rack,15.74,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-04,R01-PA-563-WD-943-04-4,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 16,In-Rack,26.88,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-05,R01-PA-563-WD-943-05-1,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 16,In-Rack,13.89,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-05,R01-PA-563-WD-943-05-2,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 15,In-Rack,36.95,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-05,R01-PA-563-WD-943-05-3,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 15,In-Rack,16.56,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-05,R01-PA-563-WD-943-05-4,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 15,In-Rack,35.97,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-06,R01-PA-563-WD-943-06-1,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 14,In-Rack,20.01,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-06,R01-PA-563-WD-943-06-2,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 14,In-Rack,39.98,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-06,R01-PA-563-WD-943-06-3,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 14,In-Rack,40.03,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-07,R01-PA-563-WD-943-07-1,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 13,In-Rack,19.97,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-07,R01-PA-563-WD-943-07-2,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 13,In-Rack,40.03,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-07,R01-PA-563-WD-943-07-3,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 13,In-Rack,39.98,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-08,R01-PA-563-WD-943-08-1,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 13,In-Rack,20.01,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-08,R01-PA-563-WD-943-08-2,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 12,In-Rack,39.98,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-08,R01-PA-563-WD-943-08-3,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 12,In-Rack,37.74,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-08,R01-PA-563-WD-943-08-4,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 12,In-Rack,18.13,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-09,R01-PA-563-WD-943-09-1,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 12,In-Rack,18.37,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-09,R01-PA-563-WD-943-09-2,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 12,In-Rack,18.65,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-09,R01-PA-563-WD-943-09-3,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 11,In-Rack,39.95,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-09,R01-PA-563-WD-943-09-4,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 11,In-Rack,39.98,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-10,R01-PA-563-WD-943-10-1,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 10,In-Rack,19.49,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-10,R01-PA-563-WD-943-10-2,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 10,In-Rack,40.06,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-10,R01-PA-563-WD-943-10-3,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 10,In-Rack,39.98,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-11,R01-PA-563-WD-943-11-1,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 09,In-Rack,20.01,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-11,R01-PA-563-WD-943-11-2,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 09,In-Rack,39.98,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-11,R01-PA-563-WD-943-11-3,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 09,In-Rack,40.03,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-12,R01-PA-563-WD-943-12-1,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 09,In-Rack,20.57,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-12,R01-PA-563-WD-943-12-2,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 08,In-Rack,40.06,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-12,R01-PA-563-WD-943-12-3,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 08,In-Rack,39.98,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-13,R01-PA-563-WD-943-13-1,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 08,In-Rack,20.01,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-13,R01-PA-563-WD-943-13-2,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 07,In-Rack,39.98,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-13,R01-PA-563-WD-943-13-3,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 07,In-Rack,40.03,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-14,R01-PA-563-WD-943-14-1,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 06,In-Rack,19.97,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-14,R01-PA-563-WD-943-14-2,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 06,In-Rack,40.03,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-14,R01-PA-563-WD-943-14-3,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 06,In-Rack,39.98,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-15,R01-PA-563-WD-943-15-1,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 06,In-Rack,19.49,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-15,R01-PA-563-WD-943-15-2,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 05,In-Rack,29.12,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-15,R01-PA-563-WD-943-15-3,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 05,In-Rack,34.09,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-15,R01-PA-563-WD-943-15-4,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 05,In-Rack,10.24,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-15,R01-PA-563-WD-943-15-5,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 05,In-Rack,40.06,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-16,R01-PA-563-WD-943-16-1,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 05,In-Rack,20.04,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-16,R01-PA-563-WD-943-16-2,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 04,In-Rack,39.95,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-16,R01-PA-563-WD-943-16-3,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 04,In-Rack,40.06,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-17,R01-PA-563-WD-943-17-1,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 04,In-Rack,20.31,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-17,R01-PA-563-WD-943-17-2,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 03,In-Rack,39.95,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-17,R01-PA-563-WD-943-17-3,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 03,In-Rack,40.06,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-18,R01-PA-563-WD-943-18-1,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 03,In-Rack,18.96,3,Weld,NO,NO,PRE
R01-PA-563-WD-943-18,R01-PA-563-WD-943-18-2,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 02,In-Rack,40.06,3,Weld,NO,NO,PRE
R01-PA-563-WD-943-18,R01-PA-563-WD-943-18-3,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 02,In-Rack,13,3,Weld,NO,NO,PRE
R01-PA-563-WD-943-18,R01-PA-563-WD-943-18-4,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 02,In-Rack,11.05,3,Weld,NO,NO,PRE
R01-PA-563-WD-943-18,R01-PA-563-WD-943-18-5,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 02,In-Rack,21.99,3,Weld,NO,NO,PRE
R01-PA-563-WD-943-19,R01-PA-563-WD-943-19-1,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 01,In-Rack,20.01,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-19,R01-PA-563-WD-943-19-2,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 01,In-Rack,39.98,3,Lokring,NO,NO,PRE
R01-PA-563-WD-943-19,R01-PA-563-WD-943-19-3,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 01,In-Rack,30.38,3,Lokring,NO,NO,PRE
R01-PA-563-WD-957-01,R01-PA-563-WD-957-01-1,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 17,In-Rack,10.98,1,Lokring,NO,NO,PRE
R01-PA-563-WD-957-01,R01-PA-563-WD-957-01-2,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 17,In-Rack,18.78,1,Lokring,NO,NO,PRE
R01-PA-563-WD-957-02,R01-PA-563-WD-957-02-1,04.01-DW,TP-04.01-DW-001,60 PSIG,INTERFACE A,Module 17,In-Rack,3.03,1,Weld,NO,NO,PRE
R01-PA-563-WD-958-01,R01-PA-563-WD-958-01-1,04.03-DW,TP-04.03-DW-001,60 PSIG,SINGLE,Module 20,In-Rack,20.01,3,Lokring,NO,NO,HYDRO
R01-PA-563-WD-958-02,R01-PA-563-WD-958-02-1,04.03-DW,TP-04.03-DW-001,60 PSIG,SINGLE,Module 20,In-Rack,39.98,3,Lokring,NO,NO,HYDRO
R01-PA-566-GN-921-01,R01-PA-566-GN-921-01-1,11.02-LPNG,TP-11.02-LPNG-001,450 PSIG,BULK TEST 2,Module 17,In-Rack,7.66,4,Weld,NO,NO,PRE
R01-PA-566-GN-921-01,R01-PA-566-GN-921-01-2,11.02-LPNG,TP-11.02-LPNG-001,450 PSIG,BULK TEST 2,Module 17,In-Rack,12.47,4,Weld,NO,NO,PRE
R01-PA-566-GN-921-02,R01-PA-566-GN-921-02-1,11.02-LPNG,TP-11.02-LPNG-001,450 PSIG,BULK TEST 2,Module 17,In-Rack,21.55,4,Weld,NO,NO,PRE
R01-PA-566-GN-921-02,R01-PA-566-GN-921-02-2,11.02-LPNG,TP-11.02-LPNG-001,450 PSIG,BULK TEST 2,Module 17,In-Rack,39.95,4,Weld,NO,NO,PRE
R01-PA-566-GN-921-02,R01-PA-566-GN-921-02-3,11.02-LPNG,TP-11.02-LPNG-001,450 PSIG,BULK TEST 2,Module 16,In-Rack,13.47,4,Weld,NO,NO,PRE
R01-PA-566-GN-921-02,R01-PA-566-GN-921-02-4,11.02-LPNG,TP-11.02-LPNG-001,450 PSIG,BULK TEST 2,Module 16,In-Rack,40.03,4,Weld,NO,NO,PRE
R01-PA-566-GN-921-02,R01-PA-566-GN-921-02-5,11.02-LPNG,TP-11.02-LPNG-001,450 PSIG,BULK TEST 2,Module 16,In-Rack,16.93,4,Weld,NO,NO,PRE
R01-PA-566-GN-921-02,R01-PA-566-GN-921-02-6,11.02-LPNG,TP-11.02-LPNG-001,450 PSIG,BULK TEST 2,Module 16,In-Rack,27.49,4,Weld,NO,NO,PRE
R01-PA-566-GN-921-03,R01-PA-566-GN-921-03-1,11.02-LPNG,TP-11.02-LPNG-001,450 PSIG,BULK TEST 2,Module 16,In-Rack,14.13,4,Weld,NO,NO,PRE
R01-PA-566-GN-921-03,R01-PA-566-GN-921-03-2,11.02-LPNG,TP-11.02-LPNG-001,450 PSIG,BULK TEST 2,Module 15,In-Rack,16.03,4,Weld,NO,NO,PRE
R01-PA-566-GN-921-03,R01-PA-566-GN-921-03-3,11.02-LPNG,TP-11.02-LPNG-001,450 PSIG,BULK TEST 2,Module 15,In-Rack,39.95,4,Weld,NO,NO,PRE
R01-PA-566-GN-921-03,R01-PA-566-GN-921-03-4,11.02-LPNG,TP-11.02-LPNG-001,450 PSIG,BULK TEST 2,Module 15,In-Rack,34.02,4,Weld,NO,NO,PRE
R01-PA-566-GN-921-03,R01-PA-566-GN-921-03-5,11.02-LPNG,TP-11.02-LPNG-001,450 PSIG,BULK TEST 2,Module 14,In-Rack,20.01,4,Weld,NO,NO,PRE
R01-PA-566-GN-921-04,R01-PA-566-GN-921-04-1,11.02-LPNG,TP-11.02-LPNG-001,450 PSIG,BULK TEST 2,Module 14,In-Rack,39.98,4,Weld,NO,NO,PRE
R01-PA-566-GN-921-04,R01-PA-566-GN-921-04-2,11.02-LPNG,TP-11.02-LPNG-001,450 PSIG,BULK TEST 2,Module 14,In-Rack,40.06,4,Weld,NO,NO,PRE
R01-PA-566-GN-921-04,R01-PA-566-GN-921-04-3,11.02-LPNG,TP-11.02-LPNG-001,450 PSIG,BULK TEST 2,Module 14,In-Rack,19.94,4,Weld,NO,NO,PRE
R01-PA-566-GN-921-04,R01-PA-566-GN-921-04-4,11.02-LPNG,TP-11.02-LPNG-001,450 PSIG,BULK TEST 2,Module 13,In-Rack,40.06,4,Weld,NO,NO,PRE
R01-PA-566-GN-921-05,R01-PA-566-GN-921-05-1,11.02-LPNG,TP-11.02-LPNG-001,450 PSIG,BULK TEST 2,Module 13,In-Rack,39.95,4,Weld,NO,NO,PRE
R01-PA-566-GN-921-05,R01-PA-566-GN-921-05-2,11.02-LPNG,TP-11.02-LPNG-001,450 PSIG,BULK TEST 2,Module 13,In-Rack,20.04,4,Weld,NO,NO,PRE
R01-PA-566-GN-921-05,R01-PA-566-GN-921-05-3,11.02-LPNG,TP-11.02-LPNG-001,450 PSIG,BULK TEST 2,Module 12,In-Rack,39.95,4,Weld,NO,NO,PRE
R01-PA-566-GN-921-05,R01-PA-566-GN-921-05-4,11.02-LPNG,TP-11.02-LPNG-001,450 PSIG,BULK TEST 2,Module 12,In-Rack,40.06,4,Weld,NO,NO,PRE
R01-PA-566-GN-921-06,R01-PA-566-GN-921-06-1,11.02-LPNG,TP-11.02-LPNG-001,450 PSIG,BULK TEST 2,Module 12,In-Rack,19.94,4,Weld,NO,NO,PRE
R01-PA-566-GN-921-06,R01-PA-566-GN-921-06-2,11.02-LPNG,TP-11.02-LPNG-001,450 PSIG,BULK TEST 2,Module 11,In-Rack,40.06,4,Weld,NO,NO,PRE
R01-PA-566-GN-921-06,R01-PA-566-GN-921-06-3,11.02-LPNG,TP-11.02-LPNG-001,450 PSIG,BULK TEST 2,Module 11,In-Rack,39.98,4,Weld,NO,NO,PRE
R01-PA-566-GN-921-06,R01-PA-566-GN-921-06-4,11.02-LPNG,TP-11.02-LPNG-001,450 PSIG,BULK TEST 2,Module 10,In-Rack,7.05,4,Weld,NO,NO,PRE
R01-PA-566-GN-921-99,R01-PA-566-GN-921-99-1,11.01-LPNG,TP-11.01-LPNG-001,450 PSIG,SINGLE,Module 17,In-Rack,37.49,3,Weld,NO,NO,HYDRO
R01-PA-566-GN-922-01,R01-PA-566-GN-922-01-1,12.03-HPNG,TP-12.03-HPNG-001,1125 PSIG,SINGLE,Module 10,In-Rack,8.92,8,Weld,NO,NO,PRE
R01-PA-566-GN-922-01,R01-PA-566-GN-922-01-2,12.03-HPNG,TP-12.03-HPNG-001,1125 PSIG,SINGLE,Module 10,In-Rack,40.03,8,Weld,NO,NO,PRE
R01-PA-566-GN-922-01,R01-PA-566-GN-922-01-3,12.03-HPNG,TP-12.03-HPNG-001,1125 PSIG,SINGLE,Module 10,In-Rack,39.98,8,Weld,NO,NO,PRE
R01-PA-566-GN-922-01,R01-PA-566-GN-922-01-4,12.03-HPNG,TP-12.03-HPNG-001,1125 PSIG,SINGLE,Module 10,In-Rack,0.67,0.75,Weld,NO,NO,PRE
R01-PA-566-GN-922-02,R01-PA-566-GN-922-02-1,12.03-HPNG,TP-12.03-HPNG-001,1125 PSIG,SINGLE,Module 09,In-Rack,20.01,8,Weld,NO,NO,PRE
R01-PA-566-GN-922-02,R01-PA-566-GN-922-02-2,12.03-HPNG,TP-12.03-HPNG-001,1125 PSIG,SINGLE,Module 09,In-Rack,39.98,8,Weld,NO,NO,PRE
R01-PA-566-GN-922-02,R01-PA-566-GN-922-02-3,12.03-HPNG,TP-12.03-HPNG-001,1125 PSIG,SINGLE,Module 09,In-Rack,39.98,8,Weld,NO,NO,PRE
R01-PA-566-GN-922-03,R01-PA-566-GN-922-03-1,12.03-HPNG,TP-12.03-HPNG-001,1125 PSIG,SINGLE,Module 09,In-Rack,20.01,8,Weld,NO,NO,PRE
R01-PA-566-GN-922-03,R01-PA-566-GN-922-03-2,12.03-HPNG,TP-12.03-HPNG-001,1125 PSIG,SINGLE,Module 08,In-Rack,40.06,8,Weld,NO,NO,PRE
R01-PA-566-GN-922-03,R01-PA-566-GN-922-03-3,12.03-HPNG,TP-12.03-HPNG-001,1125 PSIG,SINGLE,Module 08,In-Rack,39.98,8,Weld,NO,NO,PRE
R01-PA-566-GN-922-04,R01-PA-566-GN-922-04-1,12.03-HPNG,TP-12.03-HPNG-001,1125 PSIG,SINGLE,Module 08,In-Rack,20.01,8,Weld,NO,NO,PRE
R01-PA-566-GN-922-04,R01-PA-566-GN-922-04-2,12.03-HPNG,TP-12.03-HPNG-001,1125 PSIG,SINGLE,Module 07,In-Rack,39.98,8,Weld,NO,NO,PRE
R01-PA-566-GN-922-04,R01-PA-566-GN-922-04-3,12.03-HPNG,TP-12.03-HPNG-001,1125 PSIG,SINGLE,Module 07,In-Rack,39.95,8,Weld,NO,NO,PRE
R01-PA-566-GN-922-05,R01-PA-566-GN-922-05-1,12.03-HPNG,TP-12.03-HPNG-001,1125 PSIG,SINGLE,Module 06,In-Rack,20.04,8,Weld,NO,NO,PRE
R01-PA-566-GN-922-05,R01-PA-566-GN-922-05-2,12.03-HPNG,TP-12.03-HPNG-001,1125 PSIG,SINGLE,Module 06,In-Rack,40.03,8,Weld,NO,NO,PRE
R01-PA-566-GN-922-05,R01-PA-566-GN-922-05-3,12.03-HPNG,TP-12.03-HPNG-001,1125 PSIG,SINGLE,Module 06,In-Rack,39.98,8,Weld,NO,NO,PRE
R01-PA-566-GN-922-06,R01-PA-566-GN-922-06-1,12.03-HPNG,TP-12.03-HPNG-001,1125 PSIG,SINGLE,Module 06,In-Rack,20.01,8,Weld,NO,NO,PRE
